OBJECTID,StructID,StudyCity,Occupancy,OccupancyClass,Cost,ContentCost,NumStories,Area,FoundationType,FirstFloorHt,BuildingType,Dept_in_Struc,BldgDmgPct,ContDmgPct,BldgLossUSD,ContentLossUSD,InventoryLossUSD,Total_Loss,Community,PageName,Depth_Grid,Scenario_Frequency,InvDmgPct,InventoryCostUSD,GridName
5114,203073510201601,Woodford,1,RES1,101286,50643,1,3031,4,1.69,4,2.056246,39.393723,22.168739,39900,11230,0,51130,Woodford County,Woodford County 5 - ACE 0.5%,3.746246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5115,203073510203201,Woodford,1,RES1,228855,114428,2,2439,5,0.2,1,2.702496,16.809986,21.809986,38470,24960,0,63430,Woodford County,Woodford County 5 - ACE 0.5%,2.621246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5116,203073510203401,Woodford,1,RES1,203754,101877,1,3378,7,1.68,1,1.566246,28.096218,31.662464,57250,32260,0,89510,Woodford County,Woodford County 5 - ACE 0.5%,3.246246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5117,203073510201301,Woodford,1,RES1,72159,36080,1,2483,7,0.2,1,3.108746,40.761223,44.869972,29410,16190,0,45600,Woodford County,Woodford County 5 - ACE 0.5%,3.308746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5118,203073510201102,Woodford,1,RES1,102999,51500,1,2184,4,2.48,1,0.172496,27.034977,16.517488,27850,8510,0,36360,Woodford County,Woodford County 5 - ACE 0.5%,2.652496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5119,203073510201002,Woodford,1,RES1,74148,37074,1,1494,4,4.89,1,-1.862504,14.687483,11.274993,10890,4180,0,15070,Woodford County,Woodford County 5 - ACE 0.5%,3.121246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5120,203073510402601,Woodford,1,RES1,133227,66614,2,1824,4,0.2,1,3.858746,33.293732,32.434986,44360,21610,0,65970,Woodford County,Woodford County 5 - ACE 0.5%,4.058746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5121,203073510200902,Woodford,1,RES1,151317,75658,1,1690,5,4.87,1,-1.592504,1.222489,1.629986,1850,1230,0,3080,Woodford County,Woodford County 5 - ACE 0.5%,3.277496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5122,203073510200801,Woodford,1,RES1,152985,76492,1,2341,4,2.9,4,0.877496,31.264977,18.632488,47830,14250,0,62080,Woodford County,Woodford County 5 - ACE 0.5%,3.777496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5123,203073510402501,Woodford,1,RES1,167514,83757,2,2473,4,2.44,1,-0.568754,16.156231,11.44997,27060,9590,0,36650,Woodford County,Woodford County 5 - ACE 0.5%,1.871246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5124,203073510200701,Woodford,1,RES1,131997,65998,2,1754,4,2,1,2.246246,26.738739,25.984985,35290,17150,0,52440,Woodford County,Woodford County 5 - ACE 0.5%,4.246246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5125,203073510202401,Woodford,1,RES1,181239,90620,1,3755,4,2.7,4,1.483746,35.386223,20.451239,64130,18530,0,82660,Woodford County,Woodford County 5 - ACE 0.5%,4.183746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5126,203073510400101,Woodford,1,RES1,148326,74163,1,2246,4,-0.3,1,2.077496,39.542473,22.232489,58650,16490,0,75140,Woodford County,Woodford County 5 - ACE 0.5%,1.777496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5127,203073510200401,Woodford,1,RES1,108876,54438,2,2071,4,5.13,1,-2.477504,6.089985,6.044992,6630,3290,0,9920,Woodford County,Woodford County 5 - ACE 0.5%,3.277496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5128,203073510200302,Woodford,1,RES1,201996,100998,1,2664,4,0.81,1,1.592496,36.147476,20.777489,73020,20980,0,94000,Woodford County,Woodford County 5 - ACE 0.5%,2.402496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5129,203073510200201,Woodford,1,RES1,155415,77708,2,3059,4,0.38,1,2.334996,27.00499,26.339985,41970,20470,0,62440,Woodford County,Woodford County 5 - ACE 0.5%,2.714996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5130,203073510200101,Woodford,1,RES1,220929,110464,1,3344,4,0.37,1,1.719996,37.039974,21.159988,81830,23370,0,105200,Woodford County,Woodford County 5 - ACE 0.5%,2.089996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5131,203073510101601,Woodford,1,RES1,79431,39716,1,2379,4,0.92,4,0.888746,31.332478,18.666239,24890,7410,0,32300,Woodford County,Woodford County 5 - ACE 0.5%,1.808746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5132,203073510101501,Woodford,1,RES1,223662,111831,2,3640,4,0.2,1,0.608746,20.217493,17.217493,45220,19250,0,64470,Woodford County,Woodford County 5 - ACE 0.5%,0.808746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5133,203073510101401,Woodford,1,RES1,115164,57582,1,2666,4,8,1,-7.191254,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 0.5%,0.808746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5134,203073510101302,Woodford,1,RES1,67026,33513,1,1293,4,2.6,1,-1.728754,15.356233,11.542493,10290,3870,0,14160,Woodford County,Woodford County 5 - ACE 0.5%,0.871246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5135,203073510101202,Woodford,1,RES1,147744,73872,1,1952,4,6,1,-5.191254,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 0.5%,0.808746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5136,203073510101101,Woodford,1,RES1,155862,77931,1,2230,4,3,1,-2.878754,1.697449,1.33371,2650,1040,0,3690,Woodford County,Woodford County 5 - ACE 0.5%,0.121246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5137,203073510101001,Woodford,1,RES1,217980,108990,2,2594,4,1.5,1,-0.691254,15.543732,10.469971,33880,11410,0,45290,Woodford County,Woodford County 5 - ACE 0.5%,0.808746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5138,203073510100901,Woodford,1,RES1,227268,113634,2,3761,4,10.55,1,-8.491254,4,0,9090,0,0,9090,Woodford County,Woodford County 5 - ACE 0.5%,2.058746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5139,203073510100801,Woodford,1,RES1,72588,36294,1,3478,4,0.17,1,1.701246,36.908726,21.103739,26790,7660,0,34450,Woodford County,Woodford County 5 - ACE 0.5%,1.871246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5140,203073510100701,Woodford,1,RES1,240978,120489,2,3885,7,1.48,1,0.078746,11.078747,8.236238,26700,9920,0,36620,Woodford County,Woodford County 5 - ACE 0.5%,1.558746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5141,203073510100601,Woodford,1,RES1,72300,36150,2,2929,4,2.6,1,-1.072504,13.564979,7.927496,9810,2870,0,12680,Woodford County,Woodford County 5 - ACE 0.5%,1.527496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5142,203073510100502,Woodford,1,RES1,204468,102234,1,1954,4,2.6,4,-1.728754,15.356233,11.542493,31400,11800,0,43200,Woodford County,Woodford County 5 - ACE 0.5%,0.871246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5143,203073510100401,Woodford,1,RES1,179409,89704,1,1662,4,2.22,1,-0.286254,23.996223,15.141239,43050,13580,0,56630,Woodford County,Woodford County 5 - ACE 0.5%,1.933746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5144,203073510100301,Woodford,1,RES1,123540,61770,1,3334,4,2.6,1,-0.135004,25.054976,15.59499,30950,9630,0,40580,Woodford County,Woodford County 5 - ACE 0.5%,2.464996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5145,203073510100101,Woodford,1,RES1,165963,82982,1,4152,4,3.48,4,0.078746,26.472477,16.236238,43940,13470,0,57410,Woodford County,Woodford County 5 - ACE 0.5%,3.558746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5146,203072630201501,Woodford,1,RES1,205083,102542,1,3485,4,0.2,1,3.452496,48.714977,25.904993,99910,26560,0,126470,Woodford County,Woodford County 5 - ACE 0.5%,3.652496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5147,203072630201402,Woodford,1,RES1,116049,58024,1,1904,4,2.5,1,1.339996,34.379974,20.019989,39900,11620,0,51520,Woodford County,Woodford County 5 - ACE 0.5%,3.839996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5148,203072630201302,Woodford,1,RES1,89673,44836,1,1524,4,1.5,4,2.714996,44.004974,24.144989,39460,10830,0,50290,Woodford County,Woodford County 5 - ACE 0.5%,4.214996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5149,203072630201201,Woodford,1,RES1,171564,85782,1,2026,4,3.75,1,1.214996,33.504974,19.644989,57480,16850,0,74330,Woodford County,Woodford County 5 - ACE 0.5%,4.964996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5150,203072630201101,Woodford,1,RES1,140934,70467,1,2902,4,0.1,1,5.364996,61.18998,30.729992,86240,21660,0,107900,Woodford County,Woodford County 5 - ACE 0.5%,5.464996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5151,203072630201001,Woodford,1,RES1,159084,79542,2,2757,7,0.96,1,3.098746,18.197493,23.493732,28950,18690,0,47640,Woodford County,Woodford County 5 - ACE 0.5%,4.058746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5152,203072630200901,Woodford,1,RES1,94347,47174,1,2455,4,1.6,4,3.864996,51.18998,26.729992,48300,12610,0,60910,Woodford County,Woodford County 5 - ACE 0.5%,5.464996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5153,203726302008,Woodford,1,RES1,496475,248238,2,3780,4,10.18,1,-1.558754,10.647476,7.441246,52860,18470,0,71330,Woodford County,Woodford County 5 - ACE 0.5%,8.621246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5154,203072630200701,Woodford,1,RES1,112080,56040,1,1913,4,2.72,1,0.932496,31.594978,18.797489,35410,10530,0,45940,Woodford County,Woodford County 5 - ACE 0.5%,3.777496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5155,203072630200601,Woodford,1,RES1,178587,89294,2,1879,4,14.3,1,-4.741254,4,0,7140,0,0,7140,Woodford County,Woodford County 5 - ACE 0.5%,9.558746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5156,203072630200302,Woodford,1,RES1,110751,55376,1,1240,4,9.4,1,-0.278753,24.048727,15.16374,26630,8400,0,35030,Woodford County,Woodford County 5 - ACE 0.5%,9.121246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5157,203072630200201,Woodford,1,RES1,192774,96387,2,1845,5,7.66,1,-1.726254,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 0.5%,5.933746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5158,203072630101101,Woodford,1,RES1,74238,37119,1,2030,4,1.55,4,4.977496,58.842476,29.932489,43680,11110,0,54790,Woodford County,Woodford County 5 - ACE 0.5%,6.527496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5159,203072630101001,Woodford,1,RES1,179025,89512,1,2406,4,1.49,4,5.099997,59.599979,30.199993,106700,27030,0,133730,Woodford County,Woodford County 5 - ACE 0.5%,6.589996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5160,203072630100901,Woodford,1,RES1,48900,24450,1,2463,4,1.67,1,5.044996,59.269978,30.089993,28980,7360,0,36340,Woodford County,Woodford County 5 - ACE 0.5%,6.714996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5161,203072630100801,Woodford,1,RES1,105417,52708,2,2640,4,0.2,1,5.796247,42.981232,40.981232,45310,21600,0,66910,Woodford County,Woodford County 5 - ACE 0.5%,5.808746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5162,203072630100701,Woodford,1,RES1,213516,106758,2,3108,4,2.37,1,4.001246,34.006233,33.004986,72610,35240,0,107850,Woodford County,Woodford County 5 - ACE 0.5%,6.121246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5163,203072630100601,Woodford,1,RES1,160296,80148,1,3215,7,2.29,4,3.706246,44.943726,49.649971,72040,39790,0,111830,Woodford County,Woodford County 5 - ACE 0.5%,5.996246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5164,203072630100401,Woodford,1,RES1,113877,56938,2,2193,4,2.15,4,4.439996,36.199982,34.759987,41220,19790,0,61010,Woodford County,Woodford County 5 - ACE 0.5%,6.589996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5165,203072630000601,Woodford,1,RES1,29352,14676,2,530,5,9.38,1,-2.508754,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 0.5%,6.871246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5166,203072630000501,Woodford,1,RES1,475779,237890,1,8693,4,10.8,4,-5.491254,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 0.5%,5.308746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5167,203072630000402,Woodford,1,RES1,181638,90819,1,4714,4,1.83,1,3.009996,46.059978,25.019993,83660,22720,0,106380,Woodford County,Woodford County 5 - ACE 0.5%,4.933746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5168,203072630000301,Woodford,1,RES1,3960,1980,1,1083,4,8.8,1,-0.553754,22.123722,14.338738,880,280,0,1160,Woodford County,Woodford County 5 - ACE 0.5%,8.246246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5169,203072610300102,Woodford,1,RES1,168189,84094,1,656,2,6.36,1,1.354996,26.194965,29.549961,44060,24850,0,68910,Woodford County,Woodford County 5 - ACE 0.5%,7.714996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5170,203072610300106,Woodford,1,RES1,168189,84094,1,1125,4,5.97,1,0.463746,28.782478,17.391239,48410,14620,0,63030,Woodford County,Woodford County 5 - ACE 0.5%,6.433746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5171,203072610300101,Woodford,1,RES1,168189,84094,1,930,7,7.9,1,-1.060004,2.819989,3.759985,4740,3160,0,7900,Woodford County,Woodford County 5 - ACE 0.5%,6.839996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5172,203072610300105,Woodford,1,RES1,168189,84094,1,648,4,8.3,1,0.071246,26.427477,16.213737,44450,13640,0,58090,Woodford County,Woodford County 5 - ACE 0.5%,8.371246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5173,203072610300103,Woodford,1,RES1,168189,84094,1,1263,4,7.6,1,0.052496,26.31498,16.15749,44260,13590,0,57850,Woodford County,Woodford County 5 - ACE 0.5%,6.902496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5174,203072610300104,Woodford,1,RES1,168189,84094,1,1094,7,7.38,1,-1.446254,1.661239,2.214985,2790,1860,0,4650,Woodford County,Woodford County 5 - ACE 0.5%,5.933746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5175,203072610102201,Woodford,1,RES1,80595,40298,1,1643,7,4.3,1,-0.616254,6.837461,8.604954,5510,3470,0,8980,Woodford County,Woodford County 5 - ACE 0.5%,3.683746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5176,203072610102001,Woodford,1,RES1,10098,5049,1,941,4,1.85,1,0.302496,27.814978,16.90749,2810,850,0,3660,Woodford County,Woodford County 5 - ACE 0.5%,2.152496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5177,203072610101901,Woodford,1,RES1,39519,19760,1,857,5,2.5,1,-0.003754,12.962463,15.954956,5120,3150,0,8270,Woodford County,Woodford County 5 - ACE 0.5%,2.496246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5178,203072610101801,Woodford,1,RES1,61644,30822,1,1102,4,7.6,1,-1.885004,14.574983,11.229993,8980,3460,0,12440,Woodford County,Woodford County 5 - ACE 0.5%,5.714996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5179,203072610101701,Woodford,1,RES1,67914,33957,1,1757,4,7.7,1,-1.641253,15.793733,11.717493,10730,3980,0,14710,Woodford County,Woodford County 5 - ACE 0.5%,6.058746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5180,203072610102601,Woodford,1,RES1,89949,44974,2,3194,4,10.15,1,-5.185003,4,0,3600,0,0,3600,Woodford County,Woodford County 5 - ACE 0.5%,4.964996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5181,203072610101501,Woodford,1,RES1,97164,48582,1,2117,4,0.6,1,2.271246,40.898724,22.81374,39740,11080,0,50820,Woodford County,Woodford County 4 - ACE 0.5%,2.871246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5182,203072610101501,Woodford,1,RES1,97164,48582,1,2117,4,0.6,1,2.271246,40.898724,22.81374,39740,11080,0,50820,Woodford County,Woodford County 5 - ACE 0.5%,2.871246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5183,203072610101401,Woodford,1,RES1,118617,59308,1,2785,4,0.85,1,1.771246,37.398724,21.31374,44360,12640,0,57000,Woodford County,Woodford County 4 - ACE 0.5%,2.621246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5184,203072610101401,Woodford,1,RES1,118617,59308,1,2785,4,0.85,1,1.771246,37.398724,21.31374,44360,12640,0,57000,Woodford County,Woodford County 5 - ACE 0.5%,2.621246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5185,203072610101301,Woodford,1,RES1,83592,41796,2,1559,4,2.04,1,0.862496,20.724993,17.724993,17320,7410,0,24730,Woodford County,Woodford County 4 - ACE 0.5%,2.902496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5186,203072610102901,Woodford,1,RES1,9291,4646,1,478,7,0.12,1,1.157496,24.417467,27.574963,2270,1280,0,3550,Woodford County,Woodford County 4 - ACE 0.5%,1.277496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5187,203072610102801,Woodford,1,RES2,1011,506,1,586,5,1.5,5,-0.097504,9.92746,2.707489,100,10,0,110,Woodford County,Woodford County 4 - ACE 0.5%,1.527496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5188,203072610101001,Woodford,1,RES1,109446,54723,1,2432,4,0.2,1,1.358746,34.511223,20.076239,37770,10990,0,48760,Woodford County,Woodford County 4 - ACE 0.5%,1.839996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5189,203072610103301,Woodford,1,RES1,74481,37240,2,2101,4,8.9,1,-5.966253,4,0,2980,0,0,2980,Woodford County,Woodford County 4 - ACE 0.5%,2.933746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5190,203072610100801,Woodford,1,RES1,82182,41091,1,1771,4,8.1,1,-4.572504,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,3.527496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5191,203072610100701,Woodford,1,RES1,65130,32565,1,1030,4,8.7,1,-6.703753,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,1.996246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5192,203072610100601,Woodford,1,RES1,113340,56670,1,1940,4,12.36,1,-7.426253,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,4.933746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5193,203072610100401,Woodford,1,RES1,135792,67896,2,2325,4,7.8,1,-2.991254,4.034985,5.017492,5480,3410,0,8890,Woodford County,Woodford County 4 - ACE 0.5%,4.808746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5194,203072610100301,Woodford,1,RES1,87408,43704,2,1962,4,9.05,1,-0.772504,15.137481,9.819969,13230,4290,0,17520,Woodford County,Woodford County 4 - ACE 0.5%,8.277496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5195,203072330400301,Woodford,1,RES1,48075,24038,1,2382,5,4.8,1,0.289996,15.899961,18.899961,7640,4540,0,12180,Woodford County,Woodford County 4 - ACE 0.5%,5.089996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5196,203072330400201,Woodford,1,RES1,93648,46824,1,2171,4,1.55,1,2.727496,44.092476,24.182489,41290,11320,0,52610,Woodford County,Woodford County 4 - ACE 0.5%,4.277496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5197,203072330401102,Woodford,1,RES1,127512,63756,1,1453,4,8.22,1,-4.098754,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,4.121246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5198,203072330300801,Woodford,4,AGR1,8760,8760,1,3357,7,0.2,1,2.796246,14.184985,54.943695,1240,4810,27790,33840,Woodford County,Woodford County 4 - ACE 0.5%,2.996246,ACE 0.5,69.906158,39747,DEPTH_ACE05_ILRIVER
5199,203072330300501,Woodford,1,RES2,14913,7456,1,288,5,2.58,5,4.884996,78.884995,75.309982,11760,5620,0,17380,Woodford County,Woodford County 4 - ACE 0.5%,9.839996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5200,203072330300503,Woodford,4,AGR1,14913,14913,1,3165,7,0.2,1,5.483747,27.418732,66,4090,9840,37470,51400,Woodford County,Woodford County 4 - ACE 0.5%,5.683746,ACE 0.5,100,37474,DEPTH_ACE05_ILRIVER
5201,203NOPIN0101,Woodford,2,COM3,497,497,1,473,7,0.2,3,,14.263739,72.054955,70,360,0,430,Woodford County,Woodford County 4 - ACE 0.5%,3.871246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5202,203072330000308,Woodford,1,RES2,352149,176074,1,727,5,2.46,5,1.317496,50.032429,33.984917,176190,59840,0,236030,Woodford County,Woodford County 4 - ACE 0.5%,3.777496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5203,203072330101302,Woodford,1,RES1,75522,37761,1,1669,4,1.73,1,,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5204,203072330100702,Woodford,1,RES1,57585,28792,1,1308,5,2.58,1,-2.521254,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,0.058746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5205,203072330000367,Woodford,1,RES2,352149,176074,1,943,5,2.98,5,0.828746,38.348629,22.889912,135040,40300,0,175340,Woodford County,Woodford County 4 - ACE 0.5%,3.808746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5206,203072330000320,Woodford,1,RES4,352149,176574,1,919,7,0.2,1,3.796246,6.796247,28.184986,23930,49770,0,73700,Woodford County,Woodford County 4 - ACE 0.5%,3.964996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5207,203072330000321,Woodford,1,RES1,352149,176074,1,1491,5,3.73,1,1.109996,23.989967,27.099964,84480,47720,0,132200,Woodford County,Woodford County 4 - ACE 0.5%,4.839996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5208,203072330000345,Woodford,1,RES2,352149,176074,1,749,5,3.12,5,1.344996,50.554932,34.58992,178030,60900,0,238930,Woodford County,Woodford County 4 - ACE 0.5%,4.464996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5209,203072330101201,Woodford,1,RES1,64125,32062,1,2921,4,2.34,1,,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5210,203072330100601,Woodford,1,RES1,53847,26924,1,1550,4,2.4,1,,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5211,203072330000313,Woodford,1,RES1,352149,176074,2,1570,4,8.93,1,-6.215004,4,0,14090,0,0,14090,Woodford County,Woodford County 4 - ACE 0.5%,2.714996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5212,203072330000350,Woodford,1,RES2,352149,176074,1,746,5,3.34,5,1.812496,59.437431,44.87492,209310,79010,0,288320,Woodford County,Woodford County 4 - ACE 0.5%,5.152496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5213,203072330000324,Woodford,1,RES2,352149,176074,1,1051,5,3.62,5,1.032496,44.617432,27.714922,157120,48800,0,205920,Woodford County,Woodford County 4 - ACE 0.5%,4.652496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5214,203072330000359,Woodford,1,RES2,352149,176074,1,1171,5,4.55,5,2.164996,64.649963,51.474941,227660,90630,0,318290,Woodford County,Woodford County 4 - ACE 0.5%,6.714996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5215,203072330000341,Woodford,1,RES1,352149,176074,1,1416,7,3.19,1,1.774996,29.974966,33.749962,105560,59420,0,164980,Woodford County,Woodford County 4 - ACE 0.5%,5.121246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5216,203072330100501,Woodford,1,RES1,84543,42272,1,1862,4,1.98,1,,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5217,203072330000339,Woodford,1,RES2,352149,176074,1,1471,5,3.29,5,1.831246,59.793682,45.287422,210560,79740,0,290300,Woodford County,Woodford County 4 - ACE 0.5%,5.121246,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5218,203072330000311,Woodford,1,RES2,352149,176074,1,1178,5,3.39,5,0.574996,29.974876,16.79991,105560,29580,0,135140,Woodford County,Woodford County 4 - ACE 0.5%,3.964996,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5219,20372330000301,Woodford,1,RES2,93998,46999,1,900,5,4.97,5,-0.036253,10.601212,2.89124,9960,1360,0,11320,Woodford County,Woodford County 4 - ACE 0.5%,4.933746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5220,203072330100401,Woodford,1,RES1,97836,48918,2,1567,4,8.32,1,,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5221,203072330000337,Woodford,1,RES2,352149,176074,1,926,5,4.99,5,0.412497,24.612387,12.899918,86670,22710,0,109380,Woodford County,Woodford County 4 - ACE 0.5%,5.433746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5222,203072330100901,Woodford,1,RES1,81204,40602,1,2002,4,0.66,1,,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5223,203072330000346,Woodford,1,RES2,352149,176074,1,787,5,4.6,5,0.677496,33.357384,19.259914,117470,33910,0,151380,Woodford County,Woodford County 4 - ACE 0.5%,5.277496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5224,203072330100301,Woodford,1,RES1,92670,46335,1,2848,4,1.8,1,,0,0,0,0,0,0,Woodford County,Woodford County 4 - ACE 0.5%,,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5225,2037233000030100,Woodford,1,RES2,93998,46999,1,900,5,2.41,5,2.367496,66.674965,54.512444,62670,25620,0,88290,Woodford County,Woodford County 4 - ACE 0.5%,4.777496,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
5226,203072330000318,Woodford,1,RES2,352149,176074,1,1102,5,3.41,1,1.773746,58.70118,44.022419,206720,77510,0,284230,Woodford County,Woodford County 4 - ACE 0.5%,5.183746,ACE 0.5,0,0,DEPTH_ACE05_ILRIVER
