OBJECTID,StructID,StudyCity,Occupancy,OccupancyClass,Cost,ContentCost,NumStories,Area,FoundationType,FirstFloorHt,BuildingType,Dept_in_Struc,BldgDmgPct,ContDmgPct,BldgLossUSD,ContentLossUSD,InventoryLossUSD,Total_Loss,Community,PageName,Depth_Grid,Scenario_Frequency,InvDmgPct,InventoryCostUSD,GridName
17848,17901011430000100,Tazewell,2,COM8,2633944,2633944,2,11025,7,0.7,,3.595013,13.190027,69.355118,347420,1826780,0,2174200,Tazewell County,Tazewell County 2 - ACE 4%,4.295013,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17849,17901011430001300,Tazewell,2,COM4,191010,191010,1,6130,7,0.5,,,0,0,0,0,0,0,Tazewell County,Tazewell County 2 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17850,17901011430001400,Tazewell,2,COM3,174310,174310,2,12310,7,0.41,,,0,0,0,0,0,0,Tazewell County,Tazewell County 2 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17851,17901011430000100,Tazewell,2,COM4,581598,581598,2,3142,7,0.5,,3.670013,26.020081,40.360107,151330,234730,0,386060,Tazewell County,Tazewell County 2 - ACE 4%,4.170013,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17852,17901011430000100,Tazewell,1,RES4,96350,48175,1,494,7,0.63,,2.633763,5.633763,22.80258,5430,10980,0,16410,Tazewell County,Tazewell County 2 - ACE 4%,3.263763,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17853,17901011430002000,Tazewell,2,COM4,2887630,2887630,2,15600,7,0.5,,,0,0,0,0,0,0,Tazewell County,Tazewell County 2 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17854,17901011430000100,Tazewell,2,COM8,341636,341636,1,1430,7,0.4,,3.801263,13.602527,71.211372,46470,243280,0,289750,Tazewell County,Tazewell County 2 - ACE 4%,4.201263,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17855,17901011410000700,Tazewell,3,IND2,120679,181018,1,20454,7,0.4,,,0,0,0,0,0,0,Tazewell County,Tazewell County 2 - ACE 4%,,ACE 4,0,184904,DEPTH_ACE4_ILRIVER
17856,17901011410000700,Tazewell,3,IND2,46527,69790,1,7886,7,0.4,,,0,0,0,0,0,0,Tazewell County,Tazewell County 2 - ACE 4%,,ACE 4,0,71289,DEPTH_ACE4_ILRIVER
17857,17901011410000700,Tazewell,3,IND2,470779,706168,1,79793,7,4,,,0,0,0,0,0,0,Tazewell County,Tazewell County 2 - ACE 4%,,ACE 4,0,721329,DEPTH_ACE4_ILRIVER
17858,17901011410001300,Tazewell,2,COM4,843570,843570,2,21951,7,0.27,,,0,0,0,0,0,0,Tazewell County,Tazewell County 2 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17859,17901011410000700,Tazewell,3,IND2,65820,98730,1,11156,7,0.39,,,0,0,0,0,0,0,Tazewell County,Tazewell County 2 - ACE 4%,,ACE 4,0,100850,DEPTH_ACE4_ILRIVER
17860,17901011410001000,Tazewell,3,IND2,79552,119328,1,9359,7,3.41,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,84605,DEPTH_ACE4_ILRIVER
17861,17901011410001000,Tazewell,3,IND2,79552,119328,1,9359,7,3.41,,,0,0,0,0,0,0,Tazewell County,Tazewell County 2 - ACE 4%,,ACE 4,0,84605,DEPTH_ACE4_ILRIVER
17862,17901011410001000,Tazewell,3,IND2,94520,94520,1,11120,7,3.81,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,100525,DEPTH_ACE4_ILRIVER
17863,17901011410001000,Tazewell,3,IND2,94520,94520,1,11120,7,3.81,,,0,0,0,0,0,0,Tazewell County,Tazewell County 2 - ACE 4%,,ACE 4,0,100525,DEPTH_ACE4_ILRIVER
17864,17901011410001000,Tazewell,3,IND2,59950,89925,1,7053,7,3.83,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,63759,DEPTH_ACE4_ILRIVER
17865,17901011410001000,Tazewell,3,IND2,59950,89925,1,7053,7,3.83,,,0,0,0,0,0,0,Tazewell County,Tazewell County 2 - ACE 4%,,ACE 4,0,63759,DEPTH_ACE4_ILRIVER
17866,17901011410000800,Tazewell,3,IND2,542160,813240,1,9143,7,0.2,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,82653,DEPTH_ACE4_ILRIVER
17867,17901011410000800,Tazewell,3,IND2,542160,813240,1,9143,7,0.2,,,0,0,0,0,0,0,Tazewell County,Tazewell County 2 - ACE 4%,,ACE 4,0,82653,DEPTH_ACE4_ILRIVER
17868,17901011410001000,Tazewell,3,IND2,66249,99374,1,7794,7,0.5,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,70458,DEPTH_ACE4_ILRIVER
17869,17901011410001000,Tazewell,3,IND2,66249,99374,1,7794,7,0.5,,,0,0,0,0,0,0,Tazewell County,Tazewell County 2 - ACE 4%,,ACE 4,0,70458,DEPTH_ACE4_ILRIVER
17870,17901011410100300,Tazewell,2,COM3,718320,718320,2,20099,7,3.92,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17871,17901011410100300,Tazewell,2,COM3,718320,718320,2,20099,7,3.92,,,0,0,0,0,0,0,Tazewell County,Tazewell County 2 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17872,17901011410100800,Tazewell,2,COM3,3244590,3244590,1,56679,7,0.3,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17873,17901011410000100,Tazewell,3,IND4,55296,82944,1,4096,7,0.4,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,80609,DEPTH_ACE4_ILRIVER
17874,17901011410000200,Tazewell,3,IND2,280920,421380,1,14492,7,0.37,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,131008,DEPTH_ACE4_ILRIVER
17875,17901011410000100,Tazewell,3,IND4,131638,197457,1,9751,7,0.4,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,191900,DEPTH_ACE4_ILRIVER
17876,17901011410000100,Tazewell,3,IND4,14540,21810,1,1077,7,0.3,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,21195,DEPTH_ACE4_ILRIVER
17877,17901011140003500,Tazewell,2,COM3,1071300,1071300,1,50641,7,4.21,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17878,17901011140002200,Tazewell,2,COM3,173370,173370,1,12046,7,4.08,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17879,17901011140001800,Tazewell,2,COM3,57030,57030,1,21181,7,4.43,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17880,17901011140002300,Tazewell,2,COM3,13813,13813,1,4111,7,3.82,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17881,17901011140002300,Tazewell,2,COM3,18070,18070,1,5378,7,0.35,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17882,17901011140002900,Tazewell,2,COM3,42720,42720,1,4968,7,4.61,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17883,17901011140002800,Tazewell,2,COM3,60450,60450,1,11265,7,4.24,,-4.007486,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,0.232513,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17884,17901011140003800,Tazewell,2,COM3,46230,46230,1,5607,7,0.4,,0.020013,0.180121,4.500336,80,2080,0,2160,Tazewell County,Tazewell County 1 - ACE 4%,0.420013,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17885,17901011140003000,Tazewell,2,COM3,117930,117930,1,11938,7,3.69,,-2.610776,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,1.079224,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17886,17901011140004000,Tazewell,2,COM3,68970,68970,1,4901,7,0.36,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17887,17901011140000200,Tazewell,1,RES2,5549,2774,1,544,7,3.46,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17888,17901011140000200,Tazewell,1,RES2,7375,3688,1,723,7,2.17,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17889,17901011140000200,Tazewell,1,RES2,3580,1790,1,351,7,3.49,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17890,17901011140000200,Tazewell,1,RES2,3774,1887,1,370,7,2.72,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17891,17901011140000200,Tazewell,1,RES2,8813,4406,1,864,7,2.79,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17892,17901011140000200,Tazewell,1,RES2,15586,7793,1,1528,7,0.43,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17893,17901011140000200,Tazewell,1,RES2,24429,12214,1,2395,7,0.74,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17894,17901011140000200,Tazewell,1,RES2,5845,2922,1,573,7,2.96,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17895,17901011140000200,Tazewell,1,RES2,2642,1321,1,259,7,2.69,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17896,17901011140000200,Tazewell,1,RES2,2509,1254,1,246,7,2.66,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17897,17901011140000100,Tazewell,2,COM3,45870,45870,1,6028,7,0.5,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17898,17901011140000200,Tazewell,1,RES2,2856,1428,1,280,7,2.8,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17899,17901011140000200,Tazewell,1,RES2,4621,2310,1,453,7,2.95,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17900,17901011140000200,Tazewell,1,RES2,6130,3065,1,601,7,3.04,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17901,17901011140000200,Tazewell,1,RES2,8548,4274,1,838,7,2.81,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17902,17901010240000100,Tazewell,4,AGR1,2699,2699,2,476,7,2.53,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,5636,DEPTH_ACE4_ILRIVER
17903,17901010240000100,Tazewell,4,AGR1,10711,10711,2,1889,7,0.4,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,22366,DEPTH_ACE4_ILRIVER
17904,17901010220000900,Tazewell,1,RES1,71460,35730,1,751,4,2.53,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17905,17901010220001500,Tazewell,1,RES1,27090,13545,1,3216,7,0.5,,1.873749,30.863739,34.737488,8360,4700,0,13060,Tazewell County,Tazewell County 1 - ACE 4%,2.373749,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17906,17901010210000200,Tazewell,1,RES1,3810,1905,1,3559,4,0.2,,2.611249,43.27874,23.833746,1650,450,0,2100,Tazewell County,Tazewell County 1 - ACE 4%,2.811249,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17907,17901010220000200,Tazewell,1,RES2,17880,8940,1,1419,7,0.2,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17908,17901010220001800,Tazewell,4,AGR1,80820,80820,1,11067,7,0.33,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,131033,DEPTH_ACE4_ILRIVER
17909,17901010210000100,Tazewell,2,COM8,306330,306330,2,7557,7,0.2,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17910,17901010220000800,Tazewell,1,RES1,24885,12442,1,2402,4,0.38,,0.076268,26.457609,16.228806,6580,2020,0,8600,Tazewell County,Tazewell County 1 - ACE 4%,0.456268,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17911,17901010220000700,Tazewell,1,RES1,107610,53805,1,2245,4,8.28,,-7.037416,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,1.242584,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17912,17901010220000800,Tazewell,1,RES1,11914,5957,1,1150,4,3.18,,,0,0,0,0,0,0,Tazewell County,Tazewell County 1 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17913,203073540101001,Woodford,1,RES1,77817,38908,1,2438,5,2.65,1,-1.585639,1.243084,1.657446,970,640,0,1610,Woodford County,Woodford County 5 - ACE 4%,0.75296,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17914,203073540202501,Woodford,1,RES1,149115,74558,1,2695,4,3.11,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17915,203073540100801,Woodford,1,RES1,119286,59643,1,2038,4,1.55,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17916,203073540100601,Woodford,1,RES1,108930,54465,1,2594,4,2.23,4,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17917,203073540100701,Woodford,1,RES1,129663,64832,1,2244,4,1.94,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17918,203073540100501,Woodford,1,RES1,100374,50187,2,2020,4,1.69,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17919,203073540100901,Woodford,1,RES1,142149,71074,1,3543,4,1.92,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17920,203073540100301,Woodford,1,RES1,99699,49850,1,1848,4,1.2,4,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17921,203073530102402,Woodford,4,AGR1,51165,51165,1,7708,7,0.2,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,91263,DEPTH_ACE4_ILRIVER
17922,203073540002201,Woodford,4,AGR1,14370,14370,1,4943,7,0.2,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,58525,DEPTH_ACE4_ILRIVER
17923,203073530102401,Woodford,2,COM8,51165,51165,1,6046,7,0.2,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17924,203073540202301,Woodford,1,RES1,73809,36904,2,2055,4,9.27,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17925,203073530102501,Woodford,1,RES1,148578,74289,2,3152,7,0.75,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17926,203073540203901,Woodford,1,RES1,118494,59247,1,2200,4,1.82,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17927,203073540203902,Woodford,4,AGR1,118494,118494,1,3386,7,0.2,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,40090,DEPTH_ACE4_ILRIVER
17928,203073540002403,Woodford,1,RES1,83253,41626,1,2369,4,5.48,1,-2.621235,5.302705,4.166411,4420,1730,0,6150,Woodford County,Woodford County 5 - ACE 4%,2.983765,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17929,203073540000201,Woodford,6,GOV1,148632,148632,1,6696,4,0.25,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17930,203073530100701,Woodford,1,RES1,159024,79512,2,2759,4,7.25,1,-7.203735,4,0,6360,0,0,6360,Woodford County,Woodford County 5 - ACE 4%,0.046265,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17931,203073530500801,Woodford,1,RES1,62514,31257,1,1259,5,4.9,1,-3.072485,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,1.827515,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17932,203073530400702,Woodford,1,RES1,69564,34782,1,1022,4,2.52,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17933,203073530500601,Woodford,1,RES1,65343,32672,1,1560,4,0.6,1,0.040015,26.240088,16.120045,17150,5270,0,22420,Woodford County,Woodford County 5 - ACE 4%,0.327515,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17934,203073530400501,Woodford,1,RES1,53811,26906,1,1476,7,1.71,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17935,203073530500502,Woodford,1,RES1,72927,36464,1,1083,4,1.86,1,-1.219985,17.900074,12.560029,13050,4580,0,17630,Woodford County,Woodford County 5 - ACE 4%,0.640015,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17936,203073530400401,Woodford,1,RES1,112566,56283,1,2410,4,2.59,1,-2.574985,5.950206,4.675162,6700,2630,0,9330,Woodford County,Woodford County 5 - ACE 4%,0.015015,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17937,203073530500401,Woodford,1,RES1,70353,35176,1,1502,4,0.8,1,0.121265,26.727589,16.363794,18800,5760,0,24560,Woodford County,Woodford County 5 - ACE 4%,0.921265,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17938,203073530400301,Woodford,1,RES1,55686,27843,1,1037,4,2.78,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17939,203073530500302,Woodford,1,RES1,36372,18186,1,1434,4,0.46,4,-0.038735,25.728853,15.883794,9360,2890,0,12250,Woodford County,Woodford County 5 - ACE 4%,0.796265,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17940,203073530400201,Woodford,1,RES1,188058,94029,2,2550,4,2.78,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,0.233765,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17941,203073530501001,Woodford,1,RES1,98667,49334,2,2452,4,4.64,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17942,203073530400101,Woodford,1,RES1,95724,47862,1,2262,4,2.1,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17943,203073530201001,Woodford,1,RES1,113178,56589,1,2242,4,1.18,4,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17944,203073530301801,Woodford,1,RES1,99057,49528,1,1853,7,1.59,1,-1.512485,1.462544,1.950058,1450,970,0,2420,Woodford County,Woodford County 5 - ACE 4%,0.077515,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17945,203073530301901,Woodford,1,RES1,36129,18064,1,1107,4,1.5,1,-0.734985,20.855103,13.795044,7540,2490,0,10030,Woodford County,Woodford County 5 - ACE 4%,0.765015,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17946,203073530200901,Woodford,1,RES1,114735,57368,2,1420,4,1.99,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17947,203073530301601,Woodford,1,RES1,32304,16152,1,914,4,1.71,1,-1.538735,16.306324,11.922529,5270,1930,0,7200,Woodford County,Woodford County 5 - ACE 4%,0.171265,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17948,203073530301701,Woodford,1,RES1,24927,12464,1,1016,7,2.19,1,-1.518735,1.443794,1.925058,360,240,0,600,Woodford County,Woodford County 5 - ACE 4%,0.702515,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17949,203073530200801,Woodford,1,RES1,153093,76546,1,2812,4,2,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17950,203073530200701,Woodford,1,RES1,82035,41018,1,1977,4,2.17,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17951,203073530301402,Woodford,1,RES1,122103,61052,2,1691,4,1.87,1,-1.479985,11.120088,7.520015,13580,4590,0,18170,Woodford County,Woodford County 5 - ACE 4%,0.390015,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17952,203073530301301,Woodford,1,RES1,56082,28041,1,1075,4,2.15,1,-2.041235,13.422704,10.54641,7530,2960,0,10490,Woodford County,Woodford County 5 - ACE 4%,0.108765,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17953,203073530301101,Woodford,1,RES1,71184,35592,3,2191,7,0.2,1,0.315015,5.945044,9.520117,4230,3390,0,7620,Woodford County,Woodford County 5 - ACE 4%,0.515015,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17954,203073530200601,Woodford,1,RES1,69714,34857,1,2019,4,2.5,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17955,203073530301001,Woodford,1,RES1,75492,37746,1,1125,4,1.29,1,-1.024985,18.875072,12.950029,14250,4890,0,19140,Woodford County,Woodford County 5 - ACE 4%,0.265015,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17956,203073530200501,Woodford,1,RES1,33978,16989,1,1458,7,0.2,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,0.046265,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17957,203073530300902,Woodford,1,RES1,81525,40762,1,1318,4,6,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17958,203073530200401,Woodford,1,RES1,69870,34935,1,1185,7,1.57,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17959,203073530300801,Woodford,1,RES1,89277,44638,1,2002,4,1.83,1,-1.721235,15.393823,11.557529,13740,5160,0,18900,Woodford County,Woodford County 5 - ACE 4%,0.108765,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17960,203073530200301,Woodford,1,RES1,31908,15954,1,867,7,0.2,4,0.002515,13.025146,16.025146,4160,2560,0,6720,Woodford County,Woodford County 5 - ACE 4%,0.202515,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17961,203073530300601,Woodford,1,RES1,116598,58299,2,1447,4,2.44,1,-2.206235,7.175058,6.587529,8370,3840,0,12210,Woodford County,Woodford County 5 - ACE 4%,0.233765,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17962,203073530300702,Woodford,1,RES1,52689,26344,1,1727,7,1.3,1,-0.659985,6.400147,8.080176,3370,2130,0,5500,Woodford County,Woodford County 5 - ACE 4%,0.640015,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17963,203073530200201,Woodford,1,RES1,90498,45249,2,1708,4,2.12,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,0.265015,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17964,203073530302102,Woodford,1,RES1,26376,13188,1,1505,4,0.95,1,-0.278735,24.048853,15.163794,6340,2000,0,8340,Woodford County,Woodford County 5 - ACE 4%,0.671265,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17965,203073530300501,Woodford,1,RES1,73689,36844,2,744,4,0.7,4,-0.528735,16.356323,11.770117,12050,4340,0,16390,Woodford County,Woodford County 5 - ACE 4%,0.171265,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17966,203073530300401,Woodford,1,RES1,125157,62578,2,1745,4,1.1,1,-0.459985,16.700073,12.320117,20900,7710,0,28610,Woodford County,Woodford County 5 - ACE 4%,0.640015,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17967,203073530300301,Woodford,1,RES1,97041,48520,2,1222,4,1.11,1,-0.782485,15.087573,9.740117,14640,4730,0,19370,Woodford County,Woodford County 5 - ACE 4%,0.327515,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17968,203073530200101,Woodford,1,RES1,110520,55260,2,1591,4,1.67,1,-1.592485,10.445088,7.407515,11540,4090,0,15630,Woodford County,Woodford County 5 - ACE 4%,0.077515,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17969,203073530600401,Woodford,1,RES1,95019,47510,1,2383,4,0.54,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17970,203073530102301,Woodford,1,RES1,140139,70070,1,3114,4,0.87,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17971,203073530600201,Woodford,1,RES1,60486,30243,1,2359,7,1.31,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17972,203073530600301,Woodford,1,RES1,138909,69454,1,3008,7,1.71,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
17973,203073530101701,Woodford,1,RES1,64305,32152,2,1980,4,1.35,1,,0,0,0,0,0,0,Woodford County,Woodford County 5 - ACE 4%,,ACE 4,0,0,DEPTH_ACE4_ILRIVER
