OBJECTID_1 *,StructID,StudyCity,Occupancy,OccupancyClass,Cost,ContentCost,NumStories,Area,FoundationType,FirstFloorHt,BuildingType,InventoryCostUSD,Community,PageName,Scenario_Frequency,Dept_in_Struc,BldgDmgPct,ContDmgPct,BldgLossUSD,ContentLossUSD,InventoryLossUSD,Total_Loss,Depth_Grid,InvDmgPct,GridName
118,17901013210600900,East Peoria,1,RES1,43290,43290,1,1011,4,3.26,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,12.68,81,39,35060,16880,0,51940,15.94,0,DEPTH_ACE02_ILRIVER
119,17901013320000300,East Peoria,2,COM2,3236629,3236630,1,46364,7,3.08,1,357003,East Peoria,East Peoria 4 - ACE 0.2%,ACE 0.2,,0,0,0,0,0,0,,0,DEPTH_ACE02_ILRIVER
120,17901012810000800,East Peoria,2,COM1,13566960,13566961,1,149440,7,0.48,1,1029642,East Peoria,East Peoria 2 - ACE 0.2%,ACE 0.2,,0,0,0,0,0,0,,0,DEPTH_ACE02_ILRIVER
121,17901013211601400,East Peoria,1,RES1,15408,15408,1,1198,4,3.25,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,17.33,81,39,12480,6010,0,18490,20.58,0,DEPTH_ACE02_ILRIVER
122,17901013230700900,East Peoria,1,RES1,43200,43200,1,1291,4,3,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,13.93,81,39,34990,16850,0,51840,16.93,0,DEPTH_ACE02_ILRIVER
123,17901013310201400,East Peoria,2,COM8,1653450,1653451,1,110774,7,0.47,1,0,East Peoria,East Peoria 4 - ACE 0.2%,ACE 0.2,0.66,6.24,33.98,103250,561820,0,665070,1.13,0,DEPTH_ACE02_ILRIVER
124,17901013230600400,East Peoria,1,RES1,17442,17442,1,844,7,0.29,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,18.42,82.42,80,14380,13950,0,28330,18.71,0,DEPTH_ACE02_ILRIVER
125,17901013211500900,East Peoria,1,RES1,21361,21362,1,613,4,1.14,4,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,19.88,81,39,17300,8330,0,25630,21.02,0,DEPTH_ACE02_ILRIVER
126,17901013230300500,East Peoria,1,RES1,28290,28290,2,877,4,2.8,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,14.26,66.51,60,18820,16970,0,35790,17.06,0,DEPTH_ACE02_ILRIVER
127,17901013211801100,East Peoria,1,RES1,25573,25574,1,984,4,2.75,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,13.93,81,39,20710,9970,0,30680,16.68,0,DEPTH_ACE02_ILRIVER
128,17901013210600800,East Peoria,1,RES1,27540,27540,1,995,4,2.07,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,13.37,81,39,22310,10740,0,33050,15.44,0,DEPTH_ACE02_ILRIVER
129,17901013240102000,East Peoria,1,RES1,30030,30030,1,912,4,3.52,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,10.97,80.97,39,24320,11710,0,36030,14.49,0,DEPTH_ACE02_ILRIVER
130,17901012830000500,East Peoria,2,COM2,1513225,1513226,1,20308,7,4.12,1,156372,East Peoria,East Peoria 2 - ACE 0.2%,ACE 0.2,0.8,4.01,13.43,60690,203180,25070,288940,4.92,16.03,DEPTH_ACE02_ILRIVER
131,17901013230603400,East Peoria,1,RES1,74670,74670,1,1679,4,2.89,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,15.63,81,39,60480,29120,0,89600,18.52,0,DEPTH_ACE02_ILRIVER
132,17901013230703300,East Peoria,1,RES1,12021,12022,1,1585,7,0.07625,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,17.45,82,80,9860,9620,0,19480,17.52,0,DEPTH_ACE02_ILRIVER
133,17901013220403900,East Peoria,2,COM1,112704,112705,1,5166,7,0.55,1,35594,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,5.88,22.65,82.42,25530,92890,31830,150250,6.43,89.42,DEPTH_ACE02_ILRIVER
134,17901013230601700,East Peoria,1,RES1,27090,27090,2,1522,4,4.01,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,13.25,65.25,60,17680,16250,0,33930,17.26,0,DEPTH_ACE02_ILRIVER
135,17901013240100300,East Peoria,1,RES1,32340,32340,1,612,4,3.32,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,11.87,81,39,26200,12610,0,38810,15.19,0,DEPTH_ACE02_ILRIVER
136,17901013211101000,East Peoria,1,RES1,17850,17850,2,1121,4,3.21,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,14.08,66.17,60,11810,10710,0,22520,17.29,0,DEPTH_ACE02_ILRIVER
137,17901013230400200,East Peoria,1,RES1,36150,18075,1,1255,4,3.95,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,17.81,81,39,29280,7050,0,36330,21.76,0,DEPTH_ACE02_ILRIVER
138,17901013211602000,East Peoria,1,RES1,22770,22770,1,923,7,0.36875,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,18.88,82.88,80,18870,18220,0,37090,19.25,0,DEPTH_ACE02_ILRIVER
139,17901013211602600,East Peoria,1,RES1,34500,34500,1,1374,4,3.82,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,16.29,81,39,27940,13460,0,41400,20.11,0,DEPTH_ACE02_ILRIVER
140,17901013211500600,East Peoria,1,RES1,69090,69090,2,1251,4,3.15,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,18.14,72.28,60,49940,41450,0,91390,21.29,0,DEPTH_ACE02_ILRIVER
141,17901013211400700,East Peoria,1,RES1,51300,51300,1,1412,4,2.78,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,15.37,81,39,41550,20010,0,61560,18.15,0,DEPTH_ACE02_ILRIVER
142,17901013240101700,East Peoria,1,RES1,5160,5160,1,670,7,0.34,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,14.07,80.07,80,4130,4130,0,8260,14.41,0,DEPTH_ACE02_ILRIVER
143,17901013220403900,East Peoria,2,COM1,185768,185769,1,8515,7,0.56,1,58668,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,5.97,22.91,82.85,42560,153900,52710,249170,6.53,89.85,DEPTH_ACE02_ILRIVER
144,17901013230600500,East Peoria,1,RES1,47970,47970,2,1042,4,2.47,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,15.59,68.59,60,32900,28780,0,61680,18.06,0,DEPTH_ACE02_ILRIVER
145,17901013220403900,East Peoria,2,COM4,19002,19003,1,871,7,1.6,4,0,East Peoria,East Peoria 4 - ACE 0.2%,ACE 0.2,7.33,41.98,55.65,7980,10580,0,18560,8.93,0,DEPTH_ACE02_ILRIVER
146,17901013230301200,East Peoria,1,RES1,25272,25272,1,629,4,0.45,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,15.36,81,39,20470,9860,0,30330,15.81,0,DEPTH_ACE02_ILRIVER
147,17901013210900100,East Peoria,1,RES1,27090,27090,1,1137,4,2.72,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,15.75,81,39,21940,10560,0,32500,18.47,0,DEPTH_ACE02_ILRIVER
148,17901012940500500,East Peoria,2,COM2,1575570,1575571,1,29584,7,0.41,1,227797,East Peoria,East Peoria 2 - ACE 0.2%,ACE 0.2,4.34,14.02,51.71,220830,814720,129960,1165510,4.75,57.05,DEPTH_ACE02_ILRIVER
149,17901013140400100,East Peoria,3,IND2,376488,376490,1,2988,7,0.4,1,27012,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,20.3,60.61,80.3,228190,302340,22690,553220,20.7,84,DEPTH_ACE02_ILRIVER
150,17901013230603500,East Peoria,1,RES1,40440,40440,1,1802,4,1.38,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,18.06,81,39,32760,15770,0,48530,19.44,0,DEPTH_ACE02_ILRIVER
151,17901013230400400,East Peoria,1,RES1,29280,29280,1,1138,4,1.04,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,20.85,81,39,23720,11420,0,35140,21.89,0,DEPTH_ACE02_ILRIVER
152,17901013211701700,East Peoria,2,COM3,7642,7643,1,1676,7,0.5425,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,18.47,65.88,98,5040,7490,0,12530,19.01,0,DEPTH_ACE02_ILRIVER
153,17901013211501700,East Peoria,1,RES1,53100,53100,1,1245,4,3.04,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,17.72,81,39,43010,20710,0,63720,20.76,0,DEPTH_ACE02_ILRIVER
154,17901013211501200,East Peoria,1,RES1,55290,55290,1,1462,4,2.23,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,20.07,81,39,44780,21560,0,66340,22.3,0,DEPTH_ACE02_ILRIVER
155,17901013240100100,East Peoria,1,RES1,76050,76050,2,1302,4,3.45,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,11.67,62.33,60,47400,45630,0,93030,15.12,0,DEPTH_ACE02_ILRIVER
156,17901013211402200,East Peoria,1,RES1,46680,46680,2,1565,4,3.44,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,13.49,65.49,60,30570,28010,0,58580,16.93,0,DEPTH_ACE02_ILRIVER
157,17901012830000700,East Peoria,3,IND2,1043700,1043702,1,120930,7,4.01,1,1093207,East Peoria,East Peoria 2 - ACE 0.2%,ACE 0.2,-1.76,0,0,0,0,0,0,2.25,0,DEPTH_ACE02_ILRIVER
158,17901013230502100,East Peoria,1,RES1,69840,34920,1,1055,4,2.92,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,17.38,81,39,56570,13620,0,70190,20.3,0,DEPTH_ACE02_ILRIVER
159,17901013230000700,East Peoria,1,RES1,33270,33270,2,1081,4,2.36,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,18.68,73.35,60,24400,19960,0,44360,21.04,0,DEPTH_ACE02_ILRIVER
160,17901013230702500,East Peoria,1,RES1,39810,39810,1,1429,4,2.6,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,14.46,81,39,32250,15530,0,47780,17.06,0,DEPTH_ACE02_ILRIVER
161,17901013211701800,East Peoria,1,RES3A,28016,28016,2,1137,4,0.52,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,17.48,63.48,60,17780,16810,0,34590,18,0,DEPTH_ACE02_ILRIVER
162,17901013240602200,East Peoria,2,COM1,1530270,1530271,1,50296,7,0.48,1,346539,East Peoria,East Peoria 4 - ACE 0.2%,ACE 0.2,3.89,17.78,66.67,272060,1020240,259150,1551450,4.37,74.78,DEPTH_ACE02_ILRIVER
163,17901013211501300,East Peoria,1,RES1,59970,29985,1,1698,4,2.7,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,19.44,81,39,48580,11690,0,60270,22.14,0,DEPTH_ACE02_ILRIVER
164,17901013211401800,East Peoria,1,RES1,18270,18270,1,2064,4,1.81,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,16.69,81,39,14800,7120,0,21920,18.5,0,DEPTH_ACE02_ILRIVER
165,17901013210401000,East Peoria,1,RES1,35910,35910,2,1093,4,0.91,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,17.13,71.13,60,25540,21550,0,47090,18.04,0,DEPTH_ACE02_ILRIVER
166,17901012840001200,East Peoria,1,RES4,9286710,9286710,8,56646,4,0.4,1,0,East Peoria,East Peoria 2 - ACE 0.2%,ACE 0.2,0.68,2.04,7.49,189790,695910,0,885700,1.08,0,DEPTH_ACE02_ILRIVER
167,17901013211700700,East Peoria,1,RES1,16585,16586,1,1012,7,0.59,4,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,18.12,82.12,80,13620,13270,0,26890,18.71,0,DEPTH_ACE02_ILRIVER
168,17901013211601100,East Peoria,1,RES1,13500,13500,1,827,4,2.8,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,17.04,81,39,10940,5260,0,16200,19.84,0,DEPTH_ACE02_ILRIVER
169,17901013240100900,East Peoria,1,RES1,37920,37920,1,1223,4,2.3,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,12.58,81,39,30720,14790,0,45510,14.88,0,DEPTH_ACE02_ILRIVER
170,17901013240100400,East Peoria,1,RES1,48930,48930,1,1326,4,3.09,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,11.88,81,39,39630,19080,0,58710,14.97,0,DEPTH_ACE02_ILRIVER
171,17901013210900300,East Peoria,1,RES1,41490,41490,1,1348,4,2.9,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,15.66,81,39,33610,16180,0,49790,18.56,0,DEPTH_ACE02_ILRIVER
172,17901013211700100,East Peoria,1,RES1,11910,11910,1,1025,4,2.6,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,16.41,81,39,9650,4640,0,14290,19.01,0,DEPTH_ACE02_ILRIVER
173,17901013230602900,East Peoria,1,RES1,20809,20810,1,646,7,0.58,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,18.18,82.18,80,17100,16650,0,33750,18.76,0,DEPTH_ACE02_ILRIVER
174,17901013230701600,East Peoria,1,RES1,11460,11460,1,696,4,2.01,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,15.48,81,39,9280,4470,0,13750,17.49,0,DEPTH_ACE02_ILRIVER
175,17901013242000100,East Peoria,3,IND2,310803,310804,1,7081,7,0.44,1,64012,East Peoria,East Peoria 4 - ACE 0.2%,ACE 0.2,8.69,36.39,67.08,113090,208480,47810,369380,9.13,74.69,DEPTH_ACE02_ILRIVER
176,17901013211702100,East Peoria,1,RES1,18950,18950,1,639,4,2.9,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,15.95,81,39,15350,7390,0,22740,18.85,0,DEPTH_ACE02_ILRIVER
177,17901013230401800,East Peoria,1,RES1,15991,15992,1,1113,4,3.43,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,17.5,81,39,12950,6240,0,19190,20.93,0,DEPTH_ACE02_ILRIVER
178,17901013140101700,East Peoria,2,COM2,1980,1981,1,2671,7,0.38,1,20567,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,22.24,70.24,89,1390,1760,18720,21870,22.62,91,DEPTH_ACE02_ILRIVER
179,17901013230100900,East Peoria,1,RES1,41700,41700,1,1152,4,3.42,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,16.47,81,39,33780,16260,0,50040,19.89,0,DEPTH_ACE02_ILRIVER
180,17901013230100700,East Peoria,1,RES1,34650,34650,1,1007,4,1.93,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,18.36,81,39,28070,13510,0,41580,20.29,0,DEPTH_ACE02_ILRIVER
181,17901013211300800,East Peoria,1,RES1,44040,44040,1,1166,4,1.94,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,17.81,81,39,35670,17180,0,52850,19.75,0,DEPTH_ACE02_ILRIVER
182,17901013211401900,East Peoria,1,RES2,2282,2282,1,253,5,2.08,5,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,15.97,91.97,83,2100,1890,0,3990,18.05,0,DEPTH_ACE02_ILRIVER
183,17901013220403900,East Peoria,2,COM1,186095,186096,1,8530,7,0.53,1,58772,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,6.91,25.73,84.82,47880,157840,53960,259680,7.44,91.82,DEPTH_ACE02_ILRIVER
184,17901013310201000,East Peoria,2,COM8,421590,421591,1,11462,7,0.4,1,0,East Peoria,East Peoria 4 - ACE 0.2%,ACE 0.2,1.16,9.31,46.57,39270,196330,0,235600,1.56,0,DEPTH_ACE02_ILRIVER
185,17901012940401000,East Peoria,2,COM1,2644680,2644681,1,20440,7,0.63,1,140832,East Peoria,East Peoria 1 - ACE 0.2%,ACE 0.2,0.03,1.23,2.7,32600,71360,6740,110700,0.66,4.79,DEPTH_ACE02_ILRIVER
186,17901013230402500,East Peoria,1,RES1,28740,28740,1,1344,4,2.34,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,20.71,81,39,23280,11210,0,34490,23.05,0,DEPTH_ACE02_ILRIVER
187,17901013240102700,East Peoria,1,RES1,22260,22260,1,1187,4,2.73,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,10.69,80.69,39,17960,8680,0,26640,13.42,0,DEPTH_ACE02_ILRIVER
188,17901013211700900,East Peoria,1,RES1,40140,20070,1,1094,4,0.78,4,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,16.86,81,39,32510,7830,0,40340,17.64,0,DEPTH_ACE02_ILRIVER
189,17901013230501100,East Peoria,1,RES1,24030,24030,1,890,4,1.5,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,18.38,81,39,19460,9370,0,28830,19.88,0,DEPTH_ACE02_ILRIVER
190,17901013240100600,East Peoria,1,RES1,31170,31170,1,1944,4,1.55,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,13.52,81,39,25250,12160,0,37410,15.07,0,DEPTH_ACE02_ILRIVER
191,17901013240103000,East Peoria,1,RES1,28260,28260,1,925,4,2.13,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,13.43,81,39,22890,11020,0,33910,15.56,0,DEPTH_ACE02_ILRIVER
192,17901013230300300,East Peoria,1,RES1,44580,22290,1,1067,4,3.15,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,12.77,81,39,36110,8690,0,44800,15.92,0,DEPTH_ACE02_ILRIVER
193,17901013211401400,East Peoria,1,RES1,39660,39660,1,1265,4,4.11,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,12.82,81,39,32120,15470,0,47590,16.93,0,DEPTH_ACE02_ILRIVER
194,17901012940500400,East Peoria,2,COM4,608130,608131,1,9674,7,4.08,4,0,East Peoria,East Peoria 2 - ACE 0.2%,ACE 0.2,2.18,17.09,26.82,103950,163110,0,267060,6.26,0,DEPTH_ACE02_ILRIVER
195,17901013240101200,East Peoria,1,RES1,37650,37650,1,1078,4,2.47,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,13.61,81,39,30500,14680,0,45180,16.08,0,DEPTH_ACE02_ILRIVER
196,17901013211801100,East Peoria,1,RES1,48364,48364,2,1861,4,2.45,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,13.61,65.61,60,31730,29020,0,60750,16.06,0,DEPTH_ACE02_ILRIVER
197,17901013210900700,East Peoria,1,RES1,26580,26580,1,1034,4,2.24,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,16.06,81,39,21530,10370,0,31900,18.3,0,DEPTH_ACE02_ILRIVER
198,17901013240300300,East Peoria,1,RES1,2448,2448,1,592,4,0.5,1,0,East Peoria,East Peoria 4 - ACE 0.2%,ACE 0.2,,0,0,0,0,0,0,,0,DEPTH_ACE02_ILRIVER
199,17901013310700700,East Peoria,1,RES4,3282750,3282750,4,14766,4,0.49,1,0,East Peoria,East Peoria 4 - ACE 0.2%,ACE 0.2,,0,0,0,0,0,0,,0,DEPTH_ACE02_ILRIVER
200,17901013211502100,East Peoria,1,RES1,23970,23970,1,1109,4,2.68,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,18.19,81,39,19420,9350,0,28770,20.87,0,DEPTH_ACE02_ILRIVER
201,17901013330300100,East Peoria,1,RES1,90000,45000,2,1049,4,3.03,1,0,East Peoria,East Peoria 4 - ACE 0.2%,ACE 0.2,,0,0,0,0,0,0,,0,DEPTH_ACE02_ILRIVER
202,17901013230402200,East Peoria,1,RES1,33120,33120,1,784,4,1.81,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,21.32,81,39,26830,12920,0,39750,23.13,0,DEPTH_ACE02_ILRIVER
203,17901013230403500,East Peoria,1,RES1,29010,29010,1,3254,4,0.4,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,20.38,81,39,23500,11310,0,34810,20.78,0,DEPTH_ACE02_ILRIVER
204,17901013230400100,East Peoria,1,RES1,26003,26004,1,1125,4,2.7,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,19.69,81,39,21060,10140,0,31200,22.39,0,DEPTH_ACE02_ILRIVER
205,17901013210800200,East Peoria,1,RES1,82800,82800,1,1475,4,3.07,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,14.55,81,39,67070,32290,0,99360,17.62,0,DEPTH_ACE02_ILRIVER
206,17901013330500200,East Peoria,2,COM1,171360,171361,2,3250,7,0.54,1,22392,East Peoria,East Peoria 4 - ACE 0.2%,ACE 0.2,,0,0,0,0,0,0,,0,DEPTH_ACE02_ILRIVER
207,17901013230600300,East Peoria,1,RES1,43350,43350,1,1249,4,3.25,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,15.21,81,39,35110,16910,0,52020,18.46,0,DEPTH_ACE02_ILRIVER
208,17901013230101400,East Peoria,1,RES1,73530,36765,1,1141,4,1.01,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,20.04,81,39,59560,14340,0,73900,21.05,0,DEPTH_ACE02_ILRIVER
209,17901013230200600,East Peoria,1,RES1,29820,29820,1,990,4,1.75,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,16.99,81,39,24150,11630,0,35780,18.74,0,DEPTH_ACE02_ILRIVER
210,17901013211700300,East Peoria,1,RES1,32880,32880,1,1125,4,4.46,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,14.08,81,39,26630,12820,0,39450,18.54,0,DEPTH_ACE02_ILRIVER
211,17901013230702000,East Peoria,1,RES1,31500,31500,2,1282,4,3.03,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,12.59,64.18,60,20220,18900,0,39120,15.62,0,DEPTH_ACE02_ILRIVER
212,17901012830001200,East Peoria,3,IND2,3960,3962,1,650,7,2.44,3,5876,East Peoria,East Peoria 2 - ACE 0.2%,ACE 0.2,,0,0,0,0,0,0,,0,DEPTH_ACE02_ILRIVER
213,17901013240502000,East Peoria,1,RES4,1758540,1758540,4,14537,7,0.4,4,0,East Peoria,East Peoria 4 - ACE 0.2%,ACE 0.2,1.18,3.36,12.44,59080,218710,0,277790,1.58,0,DEPTH_ACE02_ILRIVER
214,17901013330100100,East Peoria,2,COM1,1122510,1122511,1,11344,7,0.65,1,78160,East Peoria,East Peoria 4 - ACE 0.2%,ACE 0.2,0,1.04,2.11,11640,23690,3220,38550,0.65,4.12,DEPTH_ACE02_ILRIVER
215,17901013211501500,East Peoria,1,RES1,57390,57390,2,1006,4,0.89,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,20.99,76.98,60,44180,34430,0,78610,21.88,0,DEPTH_ACE02_ILRIVER
216,17901013211502600,East Peoria,1,RES1,73440,73440,1,2274,4,2.9,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,17.23,81,39,59490,28640,0,88130,20.13,0,DEPTH_ACE02_ILRIVER
217,17901013211500700,East Peoria,1,RES1,51810,51810,1,1196,4,3.44,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,17.95,81,39,41970,20210,0,62180,21.39,0,DEPTH_ACE02_ILRIVER
218,17901013210401300,East Peoria,1,RES1,119708,119708,1,959,7,1.02125,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,18.38,82.38,80,98620,95770,0,194390,19.4,0,DEPTH_ACE02_ILRIVER
219,17901013240102900,East Peoria,1,RES1,30420,30420,1,1459,4,2.35,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,10.69,80.69,39,24540,11860,0,36400,13.04,0,DEPTH_ACE02_ILRIVER
220,17901013230701900,East Peoria,1,RES1,15337,15338,1,918,4,3.14,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,14.21,81,39,12420,5980,0,18400,17.35,0,DEPTH_ACE02_ILRIVER
221,17901013220403900,East Peoria,2,COM1,62090,62091,1,2846,7,0.5,1,19609,East Peoria,East Peoria 4 - ACE 0.2%,ACE 0.2,6.38,24.15,83.77,15000,52010,17800,84810,6.88,90.77,DEPTH_ACE02_ILRIVER
222,17901013230301000,East Peoria,1,RES1,21504,21504,1,922,4,3.35,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,12.25,81,39,17420,8390,0,25810,15.6,0,DEPTH_ACE02_ILRIVER
223,17901013230200800,East Peoria,1,RES1,11177,11178,2,1600,4,3.21,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,13.91,65.91,60,7370,6710,0,14080,17.12,0,DEPTH_ACE02_ILRIVER
224,17901013211801500,East Peoria,1,RES1,33103,21944,1,871,4,1.92,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,15.24,81,39,26810,8560,0,35370,17.16,0,DEPTH_ACE02_ILRIVER
225,17901013330600300,East Peoria,2,COM4,153330,153331,1,3261,7,0.5,4,0,East Peoria,East Peoria 4 - ACE 0.2%,ACE 0.2,,0,0,0,0,0,0,,0,DEPTH_ACE02_ILRIVER
226,17901013240103500,East Peoria,1,RES1,35190,35190,1,986,4,1.7,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,13.26,81,39,28500,13720,0,42220,14.96,0,DEPTH_ACE02_ILRIVER
227,17901013330300600,East Peoria,2,COM1,74280,74281,1,1680,4,3.4,1,11575,East Peoria,East Peoria 4 - ACE 0.2%,ACE 0.2,,0,0,0,0,0,0,,0,DEPTH_ACE02_ILRIVER
228,17901013220403900,East Peoria,2,COM1,286233,286234,1,13120,7,0.49,1,90397,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,5.71,22.13,81.55,63340,233420,80040,376800,6.2,88.55,DEPTH_ACE02_ILRIVER
229,17901013210900900,East Peoria,1,RES1,22770,22770,1,974,4,1.34,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,17.14,81,39,18440,8880,0,27320,18.48,0,DEPTH_ACE02_ILRIVER
230,17901013210600400,East Peoria,1,RES1,41520,41520,1,1339,4,2.78,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,14.64,81,39,33630,16190,0,49820,17.42,0,DEPTH_ACE02_ILRIVER
231,17901013310201100,East Peoria,2,COM3,189870,189871,1,5142,7,0.28,4,0,East Peoria,East Peoria 4 - ACE 0.2%,ACE 0.2,,0,0,0,0,0,0,,0,DEPTH_ACE02_ILRIVER
232,17901013230603000,East Peoria,1,RES1,12390,12390,1,1050,4,2.63,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,16.1,81,39,10040,4830,0,14870,18.73,0,DEPTH_ACE02_ILRIVER
233,17901013240101100,East Peoria,1,RES1,20790,20790,1,732,7,1.52,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,14.48,80.48,80,16730,16630,0,33360,16,0,DEPTH_ACE02_ILRIVER
234,17901013240102100,East Peoria,1,RES1,41670,41670,2,1006,4,3.3,1,0,East Peoria,East Peoria 3 - ACE 0.2%,ACE 0.2,11.03,61.06,60,25440,25000,0,50440,14.33,0,DEPTH_ACE02_ILRIVER
